Comunidades y Ciudades Autónomas;Sexo;Características demográficas;Tipo de uso de TIC;Total
Navarra, Comunidad Foral de;Ambos sexos;Tamaño del hogar: Hogares de 1 miembro;Personas que han utilizado el teléfono móvil en los últimos 3 meses;100,0
Navarra, Comunidad Foral de;Ambos sexos;Tamaño del hogar: Hogares de 1 miembro;Personas que han utilizado Internet en los últimos 3 meses;90,5
Navarra, Comunidad Foral de;Ambos sexos;Tamaño del hogar: Hogares de 1 miembro;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;88,1
Navarra, Comunidad Foral de;Ambos sexos;Tamaño del hogar: Hogares de 1 miembro;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);76,0
Navarra, Comunidad Foral de;Ambos sexos;Tamaño del hogar: Hogares de 1 miembro;Personas que han comprado a través de Internet en los últimos 3 meses;51,7
Navarra, Comunidad Foral de;Ambos sexos;Tamaño del hogar: Hogares de 2 miembros;Total Personas;114.803
Navarra, Comunidad Foral de;Ambos sexos;Tamaño del hogar: Hogares de 2 miembros;Personas que han utilizado el teléfono móvil en los últimos 3 meses;97,2
Navarra, Comunidad Foral de;Ambos sexos;Tamaño del hogar: Hogares de 2 miembros;Personas que han utilizado Internet en los últimos 3 meses;91,9
Navarra, Comunidad Foral de;Ambos sexos;Tamaño del hogar: Hogares de 2 miembros;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;89,0
Navarra, Comunidad Foral de;Ambos sexos;Tamaño del hogar: Hogares de 2 miembros;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);76,2
Navarra, Comunidad Foral de;Ambos sexos;Tamaño del hogar: Hogares de 2 miembros;Personas que han comprado a través de Internet en los últimos 3 meses;48,6
Navarra, Comunidad Foral de;Ambos sexos;Tamaño del hogar: Hogares de 3 miembros;Total Personas;141.088
Navarra, Comunidad Foral de;Ambos sexos;Tamaño del hogar: Hogares de 3 miembros;Personas que han utilizado el teléfono móvil en los últimos 3 meses;100,0
Navarra, Comunidad Foral de;Ambos sexos;Tamaño del hogar: Hogares de 3 miembros;Personas que han utilizado Internet en los últimos 3 meses;96,0
Navarra, Comunidad Foral de;Ambos sexos;Tamaño del hogar: Hogares de 3 miembros;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;93,3
Navarra, Comunidad Foral de;Ambos sexos;Tamaño del hogar: Hogares de 3 miembros;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);87,3
Navarra, Comunidad Foral de;Ambos sexos;Tamaño del hogar: Hogares de 3 miembros;Personas que han comprado a través de Internet en los últimos 3 meses;68,7
Navarra, Comunidad Foral de;Ambos sexos;Tamaño del hogar: Hogares de 4 miembros;Total Personas;133.768
Navarra, Comunidad Foral de;Ambos sexos;Tamaño del hogar: Hogares de 4 miembros;Personas que han utilizado el teléfono móvil en los últimos 3 meses;100,0
Navarra, Comunidad Foral de;Ambos sexos;Tamaño del hogar: Hogares de 4 miembros;Personas que han utilizado Internet en los últimos 3 meses;99,3
Navarra, Comunidad Foral de;Ambos sexos;Tamaño del hogar: Hogares de 4 miembros;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;98,1
Navarra, Comunidad Foral de;Ambos sexos;Tamaño del hogar: Hogares de 4 miembros;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);87,4
Navarra, Comunidad Foral de;Ambos sexos;Tamaño del hogar: Hogares de 4 miembros;Personas que han comprado a través de Internet en los últimos 3 meses;65,2
Navarra, Comunidad Foral de;Ambos sexos;Tamaño del hogar: Hogares de 5 ó más miembros;Total Personas;36.554
Navarra, Comunidad Foral de;Ambos sexos;Tamaño del hogar: Hogares de 5 ó más miembros;Personas que han utilizado el teléfono móvil en los últimos 3 meses;97,2
Navarra, Comunidad Foral de;Ambos sexos;Tamaño del hogar: Hogares de 5 ó más miembros;Personas que han utilizado Internet en los últimos 3 meses;97,2
Navarra, Comunidad Foral de;Ambos sexos;Tamaño del hogar: Hogares de 5 ó más miembros;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;90,8
Navarra, Comunidad Foral de;Ambos sexos;Tamaño del hogar: Hogares de 5 ó más miembros;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);77,6
Navarra, Comunidad Foral de;Ambos sexos;Tamaño del hogar: Hogares de 5 ó más miembros;Personas que han comprado a través de Internet en los últimos 3 meses;41,9
Navarra, Comunidad Foral de;Hombres;Total Personas;Total Personas;241.547
Navarra, Comunidad Foral de;Hombres;Total Personas;Personas que han utilizado el teléfono móvil en los últimos 3 meses;98,7
Navarra, Comunidad Foral de;Hombres;Total Personas;Personas que han utilizado Internet en los últimos 3 meses;94,7
Navarra, Comunidad Foral de;Hombres;Total Personas;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;91,7
Navarra, Comunidad Foral de;Hombres;Total Personas;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);83,2
Navarra, Comunidad Foral de;Hombres;Total Personas;Personas que han comprado a través de Internet en los últimos 3 meses;55,7
Navarra, Comunidad Foral de;Hombres;Edad: De 16 a 24 años;Total Personas;31.937
Navarra, Comunidad Foral de;Hombres;Edad: De 16 a 24 años;Personas que han utilizado el teléfono móvil en los últimos 3 meses;100,0
Navarra, Comunidad Foral de;Hombres;Edad: De 16 a 24 años;Personas que han utilizado Internet en los últimos 3 meses;100,0
Navarra, Comunidad Foral de;Hombres;Edad: De 16 a 24 años;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;100,0
Navarra, Comunidad Foral de;Hombres;Edad: De 16 a 24 años;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);97,3
Navarra, Comunidad Foral de;Hombres;Edad: De 16 a 24 años;Personas que han comprado a través de Internet en los últimos 3 meses;31,8
Navarra, Comunidad Foral de;Hombres;Edad: De 25 a 34 años;Total Personas;34.655
Navarra, Comunidad Foral de;Hombres;Edad: De 25 a 34 años;Personas que han utilizado el teléfono móvil en los últimos 3 meses;100,0
Navarra, Comunidad Foral de;Hombres;Edad: De 25 a 34 años;Personas que han utilizado Internet en los últimos 3 meses;100,0
Navarra, Comunidad Foral de;Hombres;Edad: De 25 a 34 años;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;96,0
Navarra, Comunidad Foral de;Hombres;Edad: De 25 a 34 años;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);89,7
Navarra, Comunidad Foral de;Hombres;Edad: De 25 a 34 años;Personas que han comprado a través de Internet en los últimos 3 meses;63,0
Navarra, Comunidad Foral de;Hombres;Edad: De 35 a 44 años;Total Personas;47.974
Navarra, Comunidad Foral de;Hombres;Edad: De 35 a 44 años;Personas que han utilizado el teléfono móvil en los últimos 3 meses;100,0
Navarra, Comunidad Foral de;Hombres;Edad: De 35 a 44 años;Personas que han utilizado Internet en los últimos 3 meses;99,0
Navarra, Comunidad Foral de;Hombres;Edad: De 35 a 44 años;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;99,0
Navarra, Comunidad Foral de;Hombres;Edad: De 35 a 44 años;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);94,5
Navarra, Comunidad Foral de;Hombres;Edad: De 35 a 44 años;Personas que han comprado a través de Internet en los últimos 3 meses;71,7
Navarra, Comunidad Foral de;Hombres;Edad: De 45 a 54 años;Total Personas;52.593
Navarra, Comunidad Foral de;Hombres;Edad: De 45 a 54 años;Personas que han utilizado el teléfono móvil en los últimos 3 meses;100,0
Navarra, Comunidad Foral de;Hombres;Edad: De 45 a 54 años;Personas que han utilizado Internet en los últimos 3 meses;100,0
Navarra, Comunidad Foral de;Hombres;Edad: De 45 a 54 años;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;98,7
Navarra, Comunidad Foral de;Hombres;Edad: De 45 a 54 años;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);91,0
Navarra, Comunidad Foral de;Hombres;Edad: De 45 a 54 años;Personas que han comprado a través de Internet en los últimos 3 meses;72,8
Navarra, Comunidad Foral de;Hombres;Edad: De 55 a 64 años;Total Personas;43.321
Navarra, Comunidad Foral de;Hombres;Edad: De 55 a 64 años;Personas que han utilizado el teléfono móvil en los últimos 3 meses;99,0
Navarra, Comunidad Foral de;Hombres;Edad: De 55 a 64 años;Personas que han utilizado Internet en los últimos 3 meses;94,5
Navarra, Comunidad Foral de;Hombres;Edad: De 55 a 64 años;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;83,6
Navarra, Comunidad Foral de;Hombres;Edad: De 55 a 64 años;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);69,3
Navarra, Comunidad Foral de;Hombres;Edad: De 55 a 64 años;Personas que han comprado a través de Internet en los últimos 3 meses;52,3
Navarra, Comunidad Foral de;Hombres;Edad: De 65 a 74 años;Total Personas;31.067
Navarra, Comunidad Foral de;Hombres;Edad: De 65 a 74 años;Personas que han utilizado el teléfono móvil en los últimos 3 meses;90,9
Navarra, Comunidad Foral de;Hombres;Edad: De 65 a 74 años;Personas que han utilizado Internet en los últimos 3 meses;68,0
Navarra, Comunidad Foral de;Hombres;Edad: De 65 a 74 años;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;66,7
Navarra, Comunidad Foral de;Hombres;Edad: De 65 a 74 años;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);50,3
Navarra, Comunidad Foral de;Hombres;Edad: De 65 a 74 años;Personas que han comprado a través de Internet en los últimos 3 meses;23,4
Navarra, Comunidad Foral de;Hombres;Hábitat: De 100.000 y más habitantes y capitales de provincia;Total Personas;81.094
Navarra, Comunidad Foral de;Hombres;Hábitat: De 100.000 y más habitantes y capitales de provincia;Personas que han utilizado el teléfono móvil en los últimos 3 meses;98,7
Navarra, Comunidad Foral de;Hombres;Hábitat: De 100.000 y más habitantes y capitales de provincia;Personas que han utilizado Internet en los últimos 3 meses;97,8
Navarra, Comunidad Foral de;Hombres;Hábitat: De 100.000 y más habitantes y capitales de provincia;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;97,3
Navarra, Comunidad Foral de;Hombres;Hábitat: De 100.000 y más habitantes y capitales de provincia;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);89,4
Navarra, Comunidad Foral de;Hombres;Hábitat: De 100.000 y más habitantes y capitales de provincia;Personas que han comprado a través de Internet en los últimos 3 meses;63,2
Navarra, Comunidad Foral de;Hombres;Hábitat: De 50.000 a menos de 100.000 habitantes;Total Personas;..
Navarra, Comunidad Foral de;Hombres;Hábitat: De 50.000 a menos de 100.000 habitantes;Personas que han utilizado el teléfono móvil en los últimos 3 meses;..
Navarra, Comunidad Foral de;Hombres;Hábitat: De 50.000 a menos de 100.000 habitantes;Personas que han utilizado Internet en los últimos 3 meses;..
Navarra, Comunidad Foral de;Hombres;Hábitat: De 50.000 a menos de 100.000 habitantes;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;..
Navarra, Comunidad Foral de;Hombres;Hábitat: De 50.000 a menos de 100.000 habitantes;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);..
Navarra, Comunidad Foral de;Hombres;Hábitat: De 50.000 a menos de 100.000 habitantes;Personas que han comprado a través de Internet en los últimos 3 meses;..
Navarra, Comunidad Foral de;Hombres;Hábitat: De 20.000 a menos de 50.000 habitantes;Total Personas;52.565
Navarra, Comunidad Foral de;Hombres;Hábitat: De 20.000 a menos de 50.000 habitantes;Personas que han utilizado el teléfono móvil en los últimos 3 meses;99,2
Navarra, Comunidad Foral de;Hombres;Hábitat: De 20.000 a menos de 50.000 habitantes;Personas que han utilizado Internet en los últimos 3 meses;96,2
Navarra, Comunidad Foral de;Hombres;Hábitat: De 20.000 a menos de 50.000 habitantes;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;89,2
Navarra, Comunidad Foral de;Hombres;Hábitat: De 20.000 a menos de 50.000 habitantes;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);78,0
Navarra, Comunidad Foral de;Hombres;Hábitat: De 20.000 a menos de 50.000 habitantes;Personas que han comprado a través de Internet en los últimos 3 meses;43,3
Navarra, Comunidad Foral de;Hombres;Hábitat: De 10.000 a menos de 20.000 habitantes;Total Personas;..
Navarra, Comunidad Foral de;Hombres;Hábitat: De 10.000 a menos de 20.000 habitantes;Personas que han utilizado el teléfono móvil en los últimos 3 meses;..
Navarra, Comunidad Foral de;Hombres;Hábitat: De 10.000 a menos de 20.000 habitantes;Personas que han utilizado Internet en los últimos 3 meses;..
Navarra, Comunidad Foral de;Hombres;Hábitat: De 10.000 a menos de 20.000 habitantes;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;..
Navarra, Comunidad Foral de;Hombres;Hábitat: De 10.000 a menos de 20.000 habitantes;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);..
Navarra, Comunidad Foral de;Hombres;Hábitat: De 10.000 a menos de 20.000 habitantes;Personas que han comprado a través de Internet en los últimos 3 meses;..
Navarra, Comunidad Foral de;Hombres;Hábitat: Menos de 10.000 habitantes;Total Personas;107.888
Navarra, Comunidad Foral de;Hombres;Hábitat: Menos de 10.000 habitantes;Personas que han utilizado el teléfono móvil en los últimos 3 meses;98,4
Navarra, Comunidad Foral de;Hombres;Hábitat: Menos de 10.000 habitantes;Personas que han utilizado Internet en los últimos 3 meses;91,6
Navarra, Comunidad Foral de;Hombres;Hábitat: Menos de 10.000 habitantes;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;88,8
Navarra, Comunidad Foral de;Hombres;Hábitat: Menos de 10.000 habitantes;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);81,1
Navarra, Comunidad Foral de;Hombres;Hábitat: Menos de 10.000 habitantes;Personas que han comprado a través de Internet en los últimos 3 meses;56,2
Navarra, Comunidad Foral de;Hombres;Tamaño del hogar: Hogares de 1 miembro;Total Personas;27.061
Navarra, Comunidad Foral de;Hombres;Tamaño del hogar: Hogares de 1 miembro;Personas que han utilizado el teléfono móvil en los últimos 3 meses;100,0
Navarra, Comunidad Foral de;Hombres;Tamaño del hogar: Hogares de 1 miembro;Personas que han utilizado Internet en los últimos 3 meses;91,9
Navarra, Comunidad Foral de;Hombres;Tamaño del hogar: Hogares de 1 miembro;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;88,7
Navarra, Comunidad Foral de;Hombres;Tamaño del hogar: Hogares de 1 miembro;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);74,2
